name,stars,url,created_at
GcsSloop/AndroidNote,9340,https://github.com/GcsSloop/AndroidNote.git,2016-01-04T23:51:36Z
android/testing-samples,9302,https://github.com/android/testing-samples.git,2014-10-11T03:51:27Z
apache/jmeter,9288,https://github.com/apache/jmeter.git,2010-05-26T23:38:07Z
apache/seatunnel,9202,https://github.com/apache/seatunnel.git,2017-08-05T09:14:47Z
cats-oss/android-gpuimage,9158,https://github.com/cats-oss/android-gpuimage.git,2012-10-04T08:11:58Z
flowable/flowable-engine,9143,https://github.com/flowable/flowable-engine.git,2016-10-13T07:21:43Z
didi/VirtualAPK,9066,https://github.com/didi/VirtualAPK.git,2017-06-29T07:25:05Z
HMCL-dev/HMCL,9007,https://github.com/HMCL-dev/HMCL.git,2015-06-22T08:06:03Z
KunMinX/Jetpack-MVVM-Best-Practice,8951,https://github.com/KunMinX/Jetpack-MVVM-Best-Practice.git,2019-10-31T05:21:01Z
alibaba/spring-ai-alibaba,8944,https://github.com/alibaba/spring-ai-alibaba.git,2024-09-09T01:35:50Z
navasmdc/MaterialDesignLibrary,8944,https://github.com/navasmdc/MaterialDesignLibrary.git,2014-09-30T07:37:17Z
Freelander/Android_Data,8916,https://github.com/Freelander/Android_Data.git,2015-04-04T01:37:44Z
LSPosed/LSPatch,8910,https://github.com/LSPosed/LSPatch.git,2021-03-01T19:38:36Z
java-native-access/jna,8908,https://github.com/java-native-access/jna.git,2011-04-29T13:30:29Z
checkstyle/checkstyle,8903,https://github.com/checkstyle/checkstyle.git,2013-08-31T02:05:05Z
frohoff/ysoserial,8824,https://github.com/frohoff/ysoserial.git,2015-01-28T07:13:55Z
karatelabs/karate,8813,https://github.com/karatelabs/karate.git,2017-02-07T15:59:17Z
PojavLauncherTeam/PojavLauncher,8803,https://github.com/PojavLauncherTeam/PojavLauncher.git,2020-03-11T03:22:54Z
nathanmarz/storm,8789,https://github.com/nathanmarz/storm.git,2011-09-17T07:55:13Z
apache/shenyu,8782,https://github.com/apache/shenyu.git,2018-07-11T08:17:45Z
laobie/StatusBarUtil,8771,https://github.com/laobie/StatusBarUtil.git,2016-02-15T03:06:06Z
cabaletta/baritone,8758,https://github.com/cabaletta/baritone.git,2018-08-01T15:34:21Z
Blankj/awesome-java-leetcode,8737,https://github.com/Blankj/awesome-java-leetcode.git,2017-04-17T15:51:41Z
chrisbanes/Android-PullToRefresh,8665,https://github.com/chrisbanes/Android-PullToRefresh.git,2011-11-29T09:59:56Z
apache/iceberg,8663,https://github.com/apache/iceberg.git,2018-11-19T16:26:46Z
ybq/Android-SpinKit,8653,https://github.com/ybq/Android-SpinKit.git,2016-03-20T08:40:51Z
amitshekhariitbhu/Android-Debug-Database,8645,https://github.com/amitshekhariitbhu/Android-Debug-Database.git,2016-11-16T14:20:24Z
react-native-image-picker/react-native-image-picker,8637,https://github.com/react-native-image-picker/react-native-image-picker.git,2015-06-08T20:25:31Z
shwenzhang/AndResGuard,8634,https://github.com/shwenzhang/AndResGuard.git,2015-10-11T11:48:06Z
testcontainers/testcontainers-java,8615,https://github.com/testcontainers/testcontainers-java.git,2015-04-12T12:44:59Z
dropwizard/dropwizard,8603,https://github.com/dropwizard/dropwizard.git,2011-01-19T19:52:29Z
airbnb/epoxy,8571,https://github.com/airbnb/epoxy.git,2016-08-08T23:05:11Z
facebook/buck,8562,https://github.com/facebook/buck.git,2013-04-17T18:12:18Z
google/tsunami-security-scanner,8556,https://github.com/google/tsunami-security-scanner.git,2020-06-03T16:20:00Z
junit-team/junit4,8554,https://github.com/junit-team/junit4.git,2009-01-13T03:41:26Z
chrisjenx/Calligraphy,8545,https://github.com/chrisjenx/Calligraphy.git,2013-12-20T02:35:45Z
aeron-io/aeron,8530,https://github.com/aeron-io/aeron.git,2014-02-07T17:16:58Z
apache/beam,8526,https://github.com/apache/beam.git,2016-02-02T08:00:06Z
DImuthuUpe/AndroidPdfViewer,8463,https://github.com/DImuthuUpe/AndroidPdfViewer.git,2016-06-02T20:21:21Z
wildfirechat/im-server,8462,https://github.com/wildfirechat/im-server.git,2019-01-23T15:21:28Z
hs-web/hsweb-framework,8405,https://github.com/hs-web/hsweb-framework.git,2016-01-18T03:51:39Z
roughike/BottomBar,8386,https://github.com/roughike/BottomBar.git,2016-03-16T01:31:05Z
pentaho/pentaho-kettle,8323,https://github.com/pentaho/pentaho-kettle.git,2013-10-08T18:27:11Z
spring-projects/spring-ai,8309,https://github.com/spring-projects/spring-ai.git,2023-06-27T18:57:29Z
bytedeco/javacv,8305,https://github.com/bytedeco/javacv.git,2014-04-21T13:50:26Z
alibaba/transmittable-thread-local,8271,https://github.com/alibaba/transmittable-thread-local.git,2013-10-13T08:48:33Z
aritraroy/UltimateAndroidReference,8261,https://github.com/aritraroy/UltimateAndroidReference.git,2017-04-10T07:28:27Z
apache/shardingsphere-elasticjob,8221,https://github.com/apache/shardingsphere-elasticjob.git,2015-09-11T11:28:52Z
krahets/LeetCode-Book,8189,https://github.com/krahets/LeetCode-Book.git,2021-12-17T14:16:02Z
alibaba/atlas,8170,https://github.com/alibaba/atlas.git,2017-02-28T06:31:43Z
alibaba/otter,8133,https://github.com/alibaba/otter.git,2013-08-09T09:31:22Z
apache/tomcat,8129,https://github.com/apache/tomcat.git,2011-10-01T07:00:19Z
florent37/MaterialViewPager,8106,https://github.com/florent37/MaterialViewPager.git,2015-04-24T17:53:15Z
guolindev/LitePal,8085,https://github.com/guolindev/LitePal.git,2013-02-20T03:20:07Z
LaurieWired/GhidraMCP,8043,https://github.com/LaurieWired/GhidraMCP.git,2025-03-23T05:36:55Z
junixapp/XPopup,8022,https://github.com/junixapp/XPopup.git,2018-12-07T06:16:48Z
davemorrissey/subsampling-scale-image-view,8009,https://github.com/davemorrissey/subsampling-scale-image-view.git,2013-08-26T16:45:25Z
Graylog2/graylog2-server,7987,https://github.com/Graylog2/graylog2-server.git,2010-05-17T21:27:02Z
gunnarmorling/1brc,7987,https://github.com/gunnarmorling/1brc.git,2023-12-28T09:13:24Z
Netflix/SimianArmy,7984,https://github.com/Netflix/SimianArmy.git,2012-07-06T22:00:05Z
JakeWharton/hugo,7913,https://github.com/JakeWharton/hugo.git,2013-11-25T09:16:40Z
jeecgboot/jimureport,7893,https://github.com/jeecgboot/jimureport.git,2019-12-05T12:25:59Z
dropwizard/metrics,7851,https://github.com/dropwizard/metrics.git,2010-02-26T19:44:42Z
exadel-inc/CompreFace,7850,https://github.com/exadel-inc/CompreFace.git,2020-07-06T08:29:43Z
HannahMitt/HomeMirror,7831,https://github.com/HannahMitt/HomeMirror.git,2015-08-23T03:20:08Z
lecho/hellocharts-android,7795,https://github.com/lecho/hellocharts-android.git,2014-10-12T09:12:37Z
ChrisRM/material-theme-jetbrains,7769,https://github.com/ChrisRM/material-theme-jetbrains.git,2015-09-23T07:15:04Z
AntennaPod/AntennaPod,7752,https://github.com/AntennaPod/AntennaPod.git,2012-07-31T10:25:08Z
Tencent/Shadow,7743,https://github.com/Tencent/Shadow.git,2019-06-13T10:50:27Z
PowerJob/PowerJob,7716,https://github.com/PowerJob/PowerJob.git,2020-03-16T09:19:55Z
goldze/MVVMHabit,7709,https://github.com/goldze/MVVMHabit.git,2017-07-21T10:38:40Z
MuntashirAkon/AppManager,7690,https://github.com/MuntashirAkon/AppManager.git,2020-05-30T04:08:56Z
trello-archive/RxLifecycle,7670,https://github.com/trello-archive/RxLifecycle.git,2015-07-20T13:32:23Z
vipshop/vjtools,7656,https://github.com/vipshop/vjtools.git,2018-05-29T09:07:08Z
mapstruct/mapstruct,7633,https://github.com/mapstruct/mapstruct.git,2012-05-28T12:42:42Z
gedoor/MyBookshelf,7623,https://github.com/gedoor/MyBookshelf.git,2018-06-12T03:48:07Z
FongMi/TV,7621,https://github.com/FongMi/TV.git,2022-06-22T09:10:23Z
google/android-classyshark,7597,https://github.com/google/android-classyshark.git,2015-10-12T13:40:48Z
MinecraftForge/MinecraftForge,7563,https://github.com/MinecraftForge/MinecraftForge.git,2012-01-30T01:35:01Z
koush/AndroidAsync,7550,https://github.com/koush/AndroidAsync.git,2012-08-24T07:27:04Z
kaushikgopal/RxJava-Android-Samples,7529,https://github.com/kaushikgopal/RxJava-Android-Samples.git,2014-07-23T05:13:52Z
kevin-wayne/algs4,7524,https://github.com/kevin-wayne/algs4.git,2015-08-31T09:28:49Z
swagger-api/swagger-core,7521,https://github.com/swagger-api/swagger-core.git,2011-07-05T23:44:11Z
Genymobile/gnirehtet,7502,https://github.com/Genymobile/gnirehtet.git,2017-02-09T16:01:13Z
yuanguangxin/LeetCode,7492,https://github.com/yuanguangxin/LeetCode.git,2020-01-11T01:02:02Z
dependency-check/DependencyCheck,7466,https://github.com/dependency-check/DependencyCheck.git,2012-09-03T20:43:30Z
enso-org/enso,7437,https://github.com/enso-org/enso.git,2016-12-16T17:23:37Z
lenve/VBlog,7434,https://github.com/lenve/VBlog.git,2017-12-26T11:01:55Z
dyc87112/SpringCloud-Learning,7395,https://github.com/dyc87112/SpringCloud-Learning.git,2016-08-21T03:39:52Z
abel533/Mapper,7386,https://github.com/abel533/Mapper.git,2014-11-21T11:02:10Z
gocd/gocd,7383,https://github.com/gocd/gocd.git,2013-12-13T05:26:16Z
iflytek/astron-rpa,7361,https://github.com/iflytek/astron-rpa.git,2025-09-20T08:51:40Z
Qihoo360/RePlugin,7349,https://github.com/Qihoo360/RePlugin.git,2017-06-08T09:39:09Z
leolin310148/ShortcutBadger,7341,https://github.com/leolin310148/ShortcutBadger.git,2013-11-15T12:51:52Z
square/dagger,7310,https://github.com/square/dagger.git,2012-08-02T23:25:32Z
Bearded-Hen/Android-Bootstrap,7255,https://github.com/Bearded-Hen/Android-Bootstrap.git,2013-11-01T15:36:17Z
zhongyi-tong/WeChatLuckyMoney,7245,https://github.com/zhongyi-tong/WeChatLuckyMoney.git,2015-09-30T16:11:20Z
Exrick/xmall,7245,https://github.com/Exrick/xmall.git,2017-07-28T01:49:49Z
crazycodeboy/TakePhoto,7238,https://github.com/crazycodeboy/TakePhoto.git,2015-08-04T02:05:32Z
pedant/sweet-alert-dialog,7232,https://github.com/pedant/sweet-alert-dialog.git,2014-10-19T09:24:09Z
NanoHttpd/nanohttpd,7213,https://github.com/NanoHttpd/nanohttpd.git,2012-08-10T21:52:42Z
cymcsg/UltimateRecyclerView,7195,https://github.com/cymcsg/UltimateRecyclerView.git,2015-01-28T02:27:45Z
didi/KnowStreaming,7178,https://github.com/didi/KnowStreaming.git,2020-03-19T05:13:51Z
wiremock/wiremock,7178,https://github.com/wiremock/wiremock.git,2011-10-09T20:27:24Z
Alluxio/alluxio,7174,https://github.com/Alluxio/alluxio.git,2012-12-21T17:43:46Z
google/error-prone,7149,https://github.com/google/error-prone.git,2014-08-21T23:26:50Z
apache/hertzbeat,7139,https://github.com/apache/hertzbeat.git,2022-02-04T14:48:56Z
google/agera,7134,https://github.com/google/agera.git,2015-12-17T13:22:58Z
rest-assured/rest-assured,7126,https://github.com/rest-assured/rest-assured.git,2010-10-21T08:35:43Z
h2pl/JavaTutorial,7119,https://github.com/h2pl/JavaTutorial.git,2018-05-01T15:57:21Z
traccar/traccar,7116,https://github.com/traccar/traccar.git,2012-04-16T08:33:49Z
ogaclejapan/SmartTabLayout,7084,https://github.com/ogaclejapan/SmartTabLayout.git,2015-02-14T11:25:51Z
JakeWharton/ActionBarSherlock,7072,https://github.com/JakeWharton/ActionBarSherlock.git,2011-03-07T17:28:54Z
CoderLeixiaoshuai/java-eight-part,7065,https://github.com/CoderLeixiaoshuai/java-eight-part.git,2020-10-16T16:27:04Z
Col-E/Recaf,7064,https://github.com/Col-E/Recaf.git,2017-07-27T06:01:10Z
naman14/Timber,7051,https://github.com/naman14/Timber.git,2015-06-12T16:43:55Z
mrniko/netty-socketio,7025,https://github.com/mrniko/netty-socketio.git,2012-01-12T11:43:49Z
NLPchina/elasticsearch-sql,7024,https://github.com/NLPchina/elasticsearch-sql.git,2014-08-24T14:26:31Z
junit-team/junit-framework,6991,https://github.com/junit-team/junit-framework.git,2015-01-11T19:06:10Z
DroidPluginTeam/DroidPlugin,6976,https://github.com/DroidPluginTeam/DroidPlugin.git,2015-08-27T11:14:57Z
alibaba/jvm-sandbox,6960,https://github.com/alibaba/jvm-sandbox.git,2017-08-03T02:55:31Z
macrozheng/springcloud-learning,6916,https://github.com/macrozheng/springcloud-learning.git,2019-09-07T02:36:16Z
logisim-evolution/logisim-evolution,6914,https://github.com/logisim-evolution/logisim-evolution.git,2014-09-19T05:23:24Z
rabbitmq/rabbitmq-tutorials,6873,https://github.com/rabbitmq/rabbitmq-tutorials.git,2010-09-21T11:41:26Z
smuyyh/BookReader,6873,https://github.com/smuyyh/BookReader.git,2016-08-03T05:17:27Z
Meituan-Dianping/walle,6866,https://github.com/Meituan-Dianping/walle.git,2017-01-10T03:39:25Z
getActivity/AndroidProject,6865,https://github.com/getActivity/AndroidProject.git,2018-10-23T10:30:55Z
hongyangAndroid/okhttputils,6857,https://github.com/hongyangAndroid/okhttputils.git,2015-08-17T14:53:29Z
vespa-engine/vespa,6833,https://github.com/vespa-engine/vespa.git,2016-06-03T20:54:20Z
guardianproject/haven,6797,https://github.com/guardianproject/haven.git,2017-03-01T03:20:03Z
zo0r/react-native-push-notification,6792,https://github.com/zo0r/react-native-push-notification.git,2015-12-14T19:53:36Z
raphw/byte-buddy,6788,https://github.com/raphw/byte-buddy.git,2013-11-25T19:38:03Z
Angel-ML/angel,6785,https://github.com/Angel-ML/angel.git,2017-04-25T05:57:43Z
fuzhengwei/itstack-demo-design,6779,https://github.com/fuzhengwei/itstack-demo-design.git,2020-05-20T13:45:30Z
527515025/springBoot,6773,https://github.com/527515025/springBoot.git,2016-11-07T02:13:31Z
gzu-liyujiang/AndroidPicker,6772,https://github.com/gzu-liyujiang/AndroidPicker.git,2015-10-21T14:21:16Z
CeuiLiSA/Pixiv-Shaft,6766,https://github.com/CeuiLiSA/Pixiv-Shaft.git,2019-04-01T09:59:09Z
Meituan-Dianping/Leaf,6735,https://github.com/Meituan-Dianping/Leaf.git,2018-12-11T07:41:35Z
648540858/wvp-GB28181-pro,6732,https://github.com/648540858/wvp-GB28181-pro.git,2020-11-14T14:16:37Z
markzhai/AndroidPerformanceMonitor,6732,https://github.com/markzhai/AndroidPerformanceMonitor.git,2016-01-17T05:23:22Z
quartz-scheduler/quartz,6709,https://github.com/quartz-scheduler/quartz.git,2016-03-07T14:05:37Z
zouzg/mybatis-generator-gui,6708,https://github.com/zouzg/mybatis-generator-gui.git,2016-05-08T22:39:39Z
getActivity/XXPermissions,6708,https://github.com/getActivity/XXPermissions.git,2018-06-15T14:31:29Z
hongyangAndroid/AndroidAutoLayout,6691,https://github.com/hongyangAndroid/AndroidAutoLayout.git,2015-11-19T02:09:11Z
jOOQ/jOOQ,6686,https://github.com/jOOQ/jOOQ.git,2011-04-17T10:43:33Z
Suwayomi/Suwayomi-Server,6681,https://github.com/Suwayomi/Suwayomi-Server.git,2020-12-23T20:31:38Z
apache/storm,6675,https://github.com/apache/storm.git,2013-11-05T08:00:14Z
yanzhenjie/AndPermission,6648,https://github.com/yanzhenjie/AndPermission.git,2016-09-11T05:17:34Z
JesusFreke/smali,6614,https://github.com/JesusFreke/smali.git,2012-09-23T19:51:16Z
apache/zeppelin,6607,https://github.com/apache/zeppelin.git,2015-03-25T07:00:06Z
hazelcast/hazelcast,6604,https://github.com/hazelcast/hazelcast.git,2012-03-21T12:25:18Z
pig-mesh/pig,6599,https://github.com/pig-mesh/pig.git,2019-08-26T03:24:53Z
GrenderG/Toasty,6594,https://github.com/GrenderG/Toasty.git,2017-01-18T18:52:41Z
NLPchina/ansj_seg,6545,https://github.com/NLPchina/ansj_seg.git,2012-09-05T05:56:24Z
ximsfei/Android-skin-support,6521,https://github.com/ximsfei/Android-skin-support.git,2017-01-12T15:03:54Z
processing/processing,6497,https://github.com/processing/processing.git,2013-01-24T21:17:22Z
nayuki/QR-Code-generator,6486,https://github.com/nayuki/QR-Code-generator.git,2016-04-15T02:19:41Z
hibernate/hibernate-orm,6462,https://github.com/hibernate/hibernate-orm.git,2010-10-04T16:15:52Z
ArthurHub/Android-Image-Cropper,6430,https://github.com/ArthurHub/Android-Image-Cropper.git,2015-01-15T10:49:37Z
wxiaoqi/Spring-Cloud-Platform,6430,https://github.com/wxiaoqi/Spring-Cloud-Platform.git,2017-05-25T10:35:26Z
vinc3m1/RoundedImageView,6420,https://github.com/vinc3m1/RoundedImageView.git,2013-02-22T01:17:37Z
freeok/so-novel,6420,https://github.com/freeok/so-novel.git,2022-05-23T15:49:36Z
jetlinks/jetlinks-community,6415,https://github.com/jetlinks/jetlinks-community.git,2020-01-02T07:27:34Z
gephi/gephi,6411,https://github.com/gephi/gephi.git,2011-10-22T03:14:46Z
Javen205/IJPay,6410,https://github.com/Javen205/IJPay.git,2017-05-02T03:15:32Z
AsyncHttpClient/async-http-client,6408,https://github.com/AsyncHttpClient/async-http-client.git,2011-03-07T13:41:46Z
micronaut-projects/micronaut-core,6395,https://github.com/micronaut-projects/micronaut-core.git,2018-03-07T12:05:08Z
aa112901/remusic,6383,https://github.com/aa112901/remusic.git,2016-03-24T06:20:39Z
apache/flink-cdc,6381,https://github.com/apache/flink-cdc.git,2020-07-27T19:23:33Z
graphhopper/graphhopper,6370,https://github.com/graphhopper/graphhopper.git,2012-02-18T19:57:38Z
joelittlejohn/jsonschema2pojo,6369,https://github.com/joelittlejohn/jsonschema2pojo.git,2013-06-22T22:28:53Z
haifengl/smile,6357,https://github.com/haifengl/smile.git,2014-11-20T16:28:12Z
DerekYRC/mini-spring,6356,https://github.com/DerekYRC/mini-spring.git,2020-11-17T11:59:18Z
wasabeef/richeditor-android,6348,https://github.com/wasabeef/richeditor-android.git,2015-03-30T16:19:20Z
sshahine/JFoenix,6347,https://github.com/sshahine/JFoenix.git,2015-09-08T14:04:24Z
amitshekhariitbhu/from-java-to-kotlin,6337,https://github.com/amitshekhariitbhu/from-java-to-kotlin.git,2017-05-21T11:56:27Z
apache/iotdb,6302,https://github.com/apache/iotdb.git,2018-11-24T21:29:17Z
lightbend/config,6296,https://github.com/lightbend/config.git,2011-12-06T08:02:29Z
koush/ion,6264,https://github.com/koush/ion.git,2013-05-22T07:41:23Z
graphql-java/graphql-java,6235,https://github.com/graphql-java/graphql-java.git,2015-07-06T06:52:20Z
apache/incubator-kie-drools,6230,https://github.com/apache/incubator-kie-drools.git,2011-02-18T08:37:05Z
ityouknow/spring-cloud-examples,6217,https://github.com/ityouknow/spring-cloud-examples.git,2017-04-28T08:48:53Z
auth0/java-jwt,6206,https://github.com/auth0/java-jwt.git,2014-03-07T15:06:11Z
google/grafika,6160,https://github.com/google/grafika.git,2013-12-19T18:36:53Z
apache/camel,6156,https://github.com/apache/camel.git,2009-05-21T00:25:36Z
Vedenin/useful-java-links,6152,https://github.com/Vedenin/useful-java-links.git,2016-02-13T13:14:52Z
alipay/SoloPi,6149,https://github.com/alipay/SoloPi.git,2019-03-14T15:32:49Z
loks666/get_jobs,6138,https://github.com/loks666/get_jobs.git,2024-03-07T21:34:58Z
obsidiandynamics/kafdrop,6126,https://github.com/obsidiandynamics/kafdrop.git,2019-05-27T08:46:56Z
LandGrey/SpringBootVulExploit,6126,https://github.com/LandGrey/SpringBootVulExploit.git,2020-05-20T09:18:44Z
vavr-io/vavr,6126,https://github.com/vavr-io/vavr.git,2014-01-30T14:07:25Z
apache/hudi,6123,https://github.com/apache/hudi.git,2016-12-14T15:53:41Z
ikew0ng/SwipeBackLayout,6104,https://github.com/ikew0ng/SwipeBackLayout.git,2013-08-25T03:36:12Z
google/google-java-format,6099,https://github.com/google/google-java-format.git,2015-05-11T20:38:28Z
rengwuxian/MaterialEditText,6099,https://github.com/rengwuxian/MaterialEditText.git,2014-10-30T10:07:23Z
daimajia/NumberProgressBar,6095,https://github.com/daimajia/NumberProgressBar.git,2014-05-01T08:54:25Z
javaparser/javaparser,6064,https://github.com/javaparser/javaparser.git,2011-10-30T14:03:44Z
apache/pinot,6049,https://github.com/apache/pinot.git,2014-05-19T23:27:48Z
google/j2objc,6045,https://github.com/google/j2objc.git,2014-01-30T20:19:56Z
ZhongFuCheng3y/austin,6045,https://github.com/ZhongFuCheng3y/austin.git,2021-11-06T09:36:01Z
singwhatiwanna/dynamic-load-apk,6026,https://github.com/singwhatiwanna/dynamic-load-apk.git,2014-03-30T11:51:00Z
apache/nifi,6025,https://github.com/apache/nifi.git,2014-12-12T08:00:05Z
apache/hive,6018,https://github.com/apache/hive.git,2009-05-21T02:31:01Z
pedrovgs/EffectiveAndroidUI,6014,https://github.com/pedrovgs/EffectiveAndroidUI.git,2014-07-04T08:42:20Z
robolectric/robolectric,6000,https://github.com/robolectric/robolectric.git,2010-08-28T00:28:25Z
jeequan/jeepay,5999,https://github.com/jeequan/jeepay.git,2017-08-12T02:40:32Z
opengoofy/hippo4j,5993,https://github.com/opengoofy/hippo4j.git,2021-06-16T02:59:48Z
WeiYe-Jing/datax-web,5991,https://github.com/WeiYe-Jing/datax-web.git,2019-11-19T01:09:05Z
btraceio/btrace,5987,https://github.com/btraceio/btrace.git,2014-08-28T18:58:24Z
google/physical-web,5981,https://github.com/google/physical-web.git,2014-09-30T18:32:14Z
00-Evan/shattered-pixel-dungeon,5968,https://github.com/00-Evan/shattered-pixel-dungeon.git,2014-07-31T21:56:31Z
rey5137/material,5967,https://github.com/rey5137/material.git,2014-12-09T12:07:32Z
youtube/api-samples,5960,https://github.com/youtube/api-samples.git,2013-12-09T18:41:41Z
wyouflf/xUtils3,5959,https://github.com/wyouflf/xUtils3.git,2015-10-28T10:56:04Z
liyifeng1994/ssm,5939,https://github.com/liyifeng1994/ssm.git,2016-06-18T17:58:56Z
springfox/springfox,5938,https://github.com/springfox/springfox.git,2012-05-06T06:38:57Z
JSQLParser/JSqlParser,5936,https://github.com/JSQLParser/JSqlParser.git,2011-06-23T22:51:52Z
journeyapps/zxing-android-embedded,5935,https://github.com/journeyapps/zxing-android-embedded.git,2012-11-28T16:36:39Z
prolificinteractive/material-calendarview,5930,https://github.com/prolificinteractive/material-calendarview.git,2015-02-09T22:31:56Z
antoniolg/androidmvp,5910,https://github.com/antoniolg/androidmvp.git,2014-04-02T05:42:20Z
weibocom/motan,5908,https://github.com/weibocom/motan.git,2016-04-20T10:56:17Z
Archmage83/tvapk,5904,https://github.com/Archmage83/tvapk.git,2020-07-29T08:04:37Z
apache/fesod,5896,https://github.com/apache/fesod.git,2024-10-05T11:42:50Z
amitshekhariitbhu/Fast-Android-Networking,5890,https://github.com/amitshekhariitbhu/Fast-Android-Networking.git,2016-03-21T18:35:44Z
lets-blade/blade,5884,https://github.com/lets-blade/blade.git,2015-06-10T03:35:49Z
JakeWharton/DiskLruCache,5865,https://github.com/JakeWharton/DiskLruCache.git,2012-01-05T00:36:34Z
ikarus23/MifareClassicTool,5858,https://github.com/ikarus23/MifareClassicTool.git,2013-02-12T15:39:03Z
ffay/lanproxy,5857,https://github.com/ffay/lanproxy.git,2016-11-20T08:12:10Z
PBH-BTN/PeerBanHelper,5854,https://github.com/PBH-BTN/PeerBanHelper.git,2024-02-07T14:35:16Z
meefik/linuxdeploy,5794,https://github.com/meefik/linuxdeploy.git,2012-08-21T04:49:14Z
Nightonke/BoomMenu,5792,https://github.com/Nightonke/BoomMenu.git,2016-03-19T12:04:12Z
yarolegovich/DiscreteScrollView,5786,https://github.com/yarolegovich/DiscreteScrollView.git,2017-03-03T23:38:54Z
changmingxie/tcc-transaction,5776,https://github.com/changmingxie/tcc-transaction.git,2015-12-05T04:27:53Z
Nepxion/Discovery,5774,https://github.com/Nepxion/Discovery.git,2018-06-21T16:16:49Z
dmytrodanylyk/circular-progress-button,5757,https://github.com/dmytrodanylyk/circular-progress-button.git,2014-06-07T12:58:48Z
strimzi/strimzi-kafka-operator,5752,https://github.com/strimzi/strimzi-kafka-operator.git,2016-05-06T08:52:33Z
houbb/sensitive-word,5750,https://github.com/houbb/sensitive-word.git,2020-01-07T03:10:44Z
JanusGraph/janusgraph,5747,https://github.com/JanusGraph/janusgraph.git,2016-12-26T13:26:29Z
k0shk0sh/FastHub,5735,https://github.com/k0shk0sh/FastHub.git,2017-02-18T17:53:16Z
dromara/lamp-cloud,5732,https://github.com/dromara/lamp-cloud.git,2018-01-17T02:51:04Z
jagrosh/MusicBot,5730,https://github.com/jagrosh/MusicBot.git,2016-08-14T18:46:29Z
redis/lettuce,5729,https://github.com/redis/lettuce.git,2014-05-10T13:08:46Z
ZHENFENG13/spring-boot-projects,5719,https://github.com/ZHENFENG13/spring-boot-projects.git,2017-04-01T01:50:14Z
yanzhenjie/SwipeRecyclerView,5718,https://github.com/yanzhenjie/SwipeRecyclerView.git,2016-08-03T15:43:34Z
ddd-by-examples/library,5711,https://github.com/ddd-by-examples/library.git,2019-01-11T09:14:03Z
jpush/aurora-imui,5709,https://github.com/jpush/aurora-imui.git,2016-12-13T05:24:01Z
Devlight/InfiniteCycleViewPager,5703,https://github.com/Devlight/InfiniteCycleViewPager.git,2016-08-22T08:04:39Z
201206030/novel,5673,https://github.com/201206030/novel.git,2019-11-11T01:13:52Z
crazycodeboy/react-native-splash-screen,5667,https://github.com/crazycodeboy/react-native-splash-screen.git,2016-09-14T10:43:55Z
springside/springside4,5666,https://github.com/springside/springside4.git,2012-02-23T08:39:03Z
ElderDrivers/EdXposed,5665,https://github.com/ElderDrivers/EdXposed.git,2019-01-18T16:18:19Z
JakeWharton/u2020,5662,https://github.com/JakeWharton/u2020.git,2013-11-14T11:58:23Z
wasabeef/Blurry,5660,https://github.com/wasabeef/Blurry.git,2015-07-23T14:12:08Z
hanks-zyh/HTextView,5657,https://github.com/hanks-zyh/HTextView.git,2015-12-19T16:34:59Z
microsoft/typespec,5646,https://github.com/microsoft/typespec.git,2021-06-30T23:29:49Z
daimajia/AndroidImageSlider,5620,https://github.com/daimajia/AndroidImageSlider.git,2014-06-02T06:04:17Z
TommyLemon/Android-ZBLibrary,5607,https://github.com/TommyLemon/Android-ZBLibrary.git,2015-08-20T16:03:53Z
osmandapp/OsmAnd,5605,https://github.com/osmandapp/OsmAnd.git,2011-01-15T19:59:44Z
hongyangAndroid/FlowLayout,5587,https://github.com/hongyangAndroid/FlowLayout.git,2015-08-28T09:32:31Z
apache/hbase,5581,https://github.com/apache/hbase.git,2014-05-23T07:00:07Z
baidu/uid-generator,5581,https://github.com/baidu/uid-generator.git,2017-03-27T04:03:43Z
alibaba/jetcache,5573,https://github.com/alibaba/jetcache.git,2017-04-12T07:48:23Z
hneemann/Digital,5562,https://github.com/hneemann/Digital.git,2016-06-28T17:40:16Z
amlcurran/ShowcaseView,5562,https://github.com/amlcurran/ShowcaseView.git,2012-08-14T19:07:36Z
mik3y/usb-serial-for-android,5561,https://github.com/mik3y/usb-serial-for-android.git,2013-06-30T23:17:45Z
alibaba/QLExpress,5554,https://github.com/alibaba/QLExpress.git,2017-03-15T08:39:54Z
SuperMonster003/AutoJs6,5542,https://github.com/SuperMonster003/AutoJs6.git,2021-12-01T05:27:22Z
nhaarman/ListViewAnimations,5539,https://github.com/nhaarman/ListViewAnimations.git,2013-03-19T11:59:23Z
knightliao/disconf,5534,https://github.com/knightliao/disconf.git,2014-05-30T09:39:27Z
wuhaoyu1990/MagicCamera,5515,https://github.com/wuhaoyu1990/MagicCamera.git,2016-01-08T11:36:56Z
danikula/AndroidVideoCache,5515,https://github.com/danikula/AndroidVideoCache.git,2015-04-01T11:25:52Z
CaffeineMC/sodium,5510,https://github.com/CaffeineMC/sodium.git,2020-02-01T03:04:09Z
cinit/QAuxiliary,5497,https://github.com/cinit/QAuxiliary.git,2022-01-29T06:12:36Z
